,资产:货币资金(元),资产:长期股权投资(元),资产:固定资产(元),资产:无形资产(元),负债:长期负债合计(元),权益:实收资本(或股本)(元),资产:流动资产合计(元),资产:资产总计(元),负债:流动负债合计(元),负债:负债合计(元),权益:股东权益合计(元)
0,-5.441225958427171,91.98435972629521,0.312561819980218,198.357664233577,,0.0,,0.41808511673384396,,-0.247857834333752,9.305417553820678
1,-14.565707333612599,92.3694779116466,37.5981504100506,3.7631091918568798,,4.4406490179333895,,2.98144079981134,,2.19290519064872,14.086859404244
2,2.1784196070885,4.48521916411825,20.7197180485995,1.93236714975845,,35.7757424368582,,4.13147577374121,,3.5206068172470295,12.8590005476664
3,-5.93527057595267,6.00632244467861,16.3619532515621,-2.85630153121319,,35.7757424368582,,4.77999707371856,,4.04654790039037,15.566025087548999
4,-0.205155804316237,-42.3661971830986,20.489107117319,-7.43243243243243,,35.7757424368582,,8.977887892813479,,8.49016361788696,15.933363685732
5,2.12960982614806,-42.4942263279446,10.3123045089264,-12.9898013955985,,30.002775464890398,,10.1298141806824,,10.002015527528501,11.961744343729901
6,246.460882968908,24.744939658643602,214.37047665433,2384.86848732293,355.493268554313,0.0,102.80511502700399,38.4677455709811,61.410031163221,120.711820440787,7.74732185927601
7,130.19625302136498,59.68967122485721,215.444598944468,2579.2936903839,88.96187438668319,44.999999985985696,96.962186373687,44.691554937708304,154.805711906496,140.656870771817,10.564586855554198
8,341.453179066252,65.157381708315,21.3132181595711,29.6661135606097,-51.6370577493427,78.9424384832469,100.91154256859501,26.1559344967248,93.74024238727101,9.40872218629236,36.83221072297079
9,186.514545645531,70.1640178306557,22.6273967723011,25.278683738931303,-52.16665308808479,79.9308276515946,96.3991547327758,26.917386470336197,106.31741418577101,8.018141299358719,38.85531053112
10,-58.7053137208369,72.37999478731359,-4.23065844273714,0.9566354156454879,-65.7142391700511,79.936830007762,-34.6613327293867,19.046668776918,49.9480928762162,-10.7590559114741,36.0152581994044
11,-57.1899185076365,20.0992176973175,-4.5202048320437695,-6.35132015137427,-66.20956664842461,24.0971822608696,-40.5175761928698,16.642118366273,35.583564902536004,-17.6953090819963,36.9623016844802
12,-20.5331373020421,34.3740493967602,-60.8596776342519,-31.3404427183776,-70.4208852770727,0.0,-18.5103656162736,-24.6092197722712,-33.387710918683,-37.0291032188222,2.55117347727436
13,-18.322654840353803,34.0033226228502,-60.83513452135261,-34.9132255020696,-67.69667053285211,0.0,-13.7188766494752,-22.101617022830602,-28.9739554057159,-32.7157703437775,-1.1568856469105602
14,-53.5379637479422,7.633575797946019,-57.64125193944329,-34.5498791213233,-71.2021729093041,0.0,-3.31930932964914,-17.5483514671782,-19.4524029464317,-25.311463068112804,-3.24941900079709
15,0.20765522916967605,9.44811502168373,-58.53876547941179,-36.6785636793686,-71.23710375791221,0.0,-2.32786250407476,-17.2829734794953,-17.690708029529397,-23.6342326374742,-5.20118659136629
16,-17.0373228557518,10.296830260923699,34.3655291953624,-0.408284556157991,14.0408161386226,0.0,23.757797980413603,15.939361251154802,30.027983826548,28.2599972252233,-4.18775096618756
17,-29.071498962352,9.342572429979631,33.143446130756395,-1.01018110994139,4.3113941688176105,0.0,13.6481915359781,9.68669014423696,25.1473919659737,22.7775573173975,-9.379550771252699
18,-43.5823771406616,27.706403410833396,-5.31814797303174,-2.8368797891357795,-28.630440455324997,0.0,9.199666924841939,-2.04295654242675,10.798175765480199,-12.486108180099098,6.75075642824031
19,-17.1972311197364,30.700562978038896,-4.84329105022497,-2.81690176765601,2.10973414660705,0.0,1.32141656858648,-2.71460538954632,-29.8896643033135,-13.766599185336599,6.88839309108535
20,-44.8956738574743,18.2096812586354,90.5714235488632,-36.793922664097295,5.95455661571236,0.0,1.31697397565259,-2.0974298045937902,-28.832306604590002,-11.7462474137655,5.97212969522188
21,122.17036918853998,17.823943708123103,91.0653045698592,-36.7833356986926,9.53678279348965,0.0,105.787781622997,4.08216572564574,-4.432411769458651,2.45737691297623,5.4249711422274105
22,112.11432627258999,17.571646547772698,92.20493131398871,-52.6933176137358,13.672735422086802,0.0,93.0844851361322,7.89303857482198,7.946357079016289,11.256136515996802,5.2148973281166695
23,49.6373127189759,18.8330826701043,91.7718634494102,-52.6850584644203,-11.828259342481502,0.0,48.424351154200494,7.38761109082659,47.1070882543029,10.0454687357502,5.18031673011375
24,66.2725923391071,6.212148828766731,35.4738545388515,20.2735342327002,94.5455912121389,0.0,40.88394432025579,34.378493414383996,1.05814977680658,40.738385810968204,21.4680512004105
25,45.863635842032096,5.03083115058818,30.4046831299617,26.789811877303098,62.9655999933786,0.0,23.307463960612896,29.7295063314718,7.79250531692047,33.160365358464496,22.5606252995418
26,43.1168375807565,17.2980618069608,1.67566860262191,21.5578644525896,3.87262489419604,0.0,-24.9224902732521,24.02584539703,53.1150353028249,24.1068150995135,23.861502703695503
27,27.6706694444917,25.5849421134375,1.94667954993575,33.7577004303401,1.59274706492686,0.0,-29.9080605541076,28.659421617091198,70.54227803595491,30.129399431559,25.850015251694302
28,27.9673326346956,24.7422480403114,2.66710094304011,38.2352408864537,-23.9173173262233,0.0,-36.4176328406909,19.6809740367408,99.2694140072509,18.1048102071565,23.013534347276202
29,36.519909250459,43.556825857007105,2.62605503432291,32.2811968792903,0.640434943069946,0.0,-23.054681215441104,23.0082498623218,45.4528536438035,20.734773293432802,28.0464347668858
30,0.0176492255092061,18.6629979933828,-6.078349809828381,0.16066807062634803,-12.5874125874126,0.0,5.526868366516171,12.273061690658,11.026805193624499,10.9287661987183,12.382091222097099
31,6.7728660319367595,40.224224619394604,-7.01051952179181,-1.7786189144548703,297.222222222222,0.0,3.54881377134902,11.9237461067144,6.231286909470769,6.53095438334535,12.383711781598802
32,-18.8149315020951,67.09886058742501,-7.21380571228066,0.533576081493923,297.222222222222,0.0,-20.7721893085508,1.94236127600457,-43.3706239900241,-43.2351990023326,12.3621506070242
33,-19.5539017577595,21.0332114472241,-7.414505358698291,0.23888000248050797,297.222222222222,0.0,-15.441726245271802,2.5103746042567003,-57.0192286974659,-56.8373818169704,13.1577749885221
34,-12.063902645766099,15.872781266326001,-7.24409768500408,1.36845430606271,297.222222222222,0.0,-10.198268264992,2.24080374438896,-52.33060756537851,-52.155810646887105,12.6264221429126
35,-18.3322628397808,0.12178088056902699,-7.44142042822095,4.72586625390837,-99.91369071915929,0.0,-13.8222704919243,1.1244736056606899,16.0431632715197,-51.3152609711413,11.3547706037054
36,12.268247595771001,24.2034316994601,8.890538507626301,-5.00296573656449,76.58776394238771,0.0,16.8654210663127,2.44833686543338,-6.628888279020241,0.3880286410635229,6.47378626028424
37,78.80056456473109,10.847687865197301,14.150095556596,-4.819708519729481,55.4979610509194,0.0,24.5867979935805,3.1648642350853198,-2.6034813225134905,1.89999555021901,5.64505994353455
38,39.1020818512564,20.7339397987202,15.5725910701226,-3.46844457298625,8.22624851603791,39.9999999987715,19.4560795164498,2.9366264450294,1.06022536379044,1.73215234155799,5.33170580267342
39,95.39278410682421,17.9339946316456,15.1505245969971,-4.58634984130113,-30.9541466234166,39.9999999987715,25.953261412524398,3.6784160223612203,8.27576678393558,3.3051824037470605,4.4179295208032805
40,54.0860595145578,11.585458797234098,19.647323812061398,-1.4679877903246998,-32.2744437209412,39.9999999987715,13.976030207128101,2.40588548361885,7.199434258657909,2.17774735447824,2.8545764722042697
41,34.3172298691541,14.464459960694999,14.8393795247616,-2.0138142241734998,-39.6523098484044,39.9999999987715,6.767201991750589,1.5959489000916298,7.83418536017861,1.63528040021478,1.51891471395289
42,-16.6533729329084,-3.8385148028029197,-0.7832306225896729,2.61003791432885,20.5821653699882,0.0,-0.8823858581350529,-0.25372095675947504,-19.884840567660998,-1.96680136164195,5.03913550458774
43,33.0995617988616,-0.32402089995284805,-0.5706655054354399,0.65053558679117,19.5103966027547,0.0,11.186837600197698,0.299860791242902,-16.6497040760732,-1.4747945439498702,6.16465937143302
44,43.580284922896396,-0.32173853978387607,-0.0774998560102278,-4.85072889479189,12.2596700030561,0.0,22.6385877713803,1.87707056547741,-5.82437831879545,2.0433291176249,1.37245994877001
45,-7.846073361859161,-2.01893687487127,0.077628492856215,-2.6872009485802,11.611271046191401,0.0,0.846831781136826,-0.19728947244167602,0.402179279742451,5.2133775405871505,-13.938665354027801
46,113.91119958881,-1.2123592153273,27.302762840342602,12.8473457858452,44.4329292732692,0.0,77.1589023781424,27.744553837517,43.450576721645405,43.883890741265404,-5.13308729909195
47,37.0261253183565,-1.4808690389035601,25.638790145503698,12.2077774686604,38.070757224398,0.0,68.23970758355429,27.542227690100603,50.4317009404099,44.9845655079606,-8.74050957018666
48,26.5859050313579,8.74978076454988,3.73051670582955,6.35360917792889,-5.2890495128814194,0.0,10.928236981436601,7.414384163080161,65.1132996863274,10.586693570202401,6.193514366142019
49,0.8540689755118249,26.622595102442197,3.8017084661239,8.79063384779233,1.87607511553271,0.0,-3.27067801681333,6.29381236271016,14.8383137428654,5.790457343648501,6.51387550585867
50,-1.15864714010445,21.7987378698862,6.70734931933289,9.470629553240212,8.22143080437392,0.0,-3.21778043233549,7.43804422795153,22.345551598017803,11.499161691304801,5.91777113937116
51,-9.022091141895581,19.522819856943,6.97232288127758,8.50935226663157,6.4257108270613,0.0,2.81436592122208,8.04220339616149,28.3576506228876,12.033064083182499,6.4744117411398605
52,16.449988835165,14.482118931723301,-8.95044533494539,5.912678221120401,7.130541280629361,0.0,17.6322317930547,6.976472955794719,13.387527740055198,8.480430849664481,6.408725328728
53,35.5545917773455,13.841175029989998,-8.73325135950925,1.6722272775961202,4.17312737280473,0.0,28.6553582226488,5.913169327710349,10.9890677757257,6.14153095588895,5.813639707978361
54,-26.690448874229197,,6.035231850857099,-2.40963855421687,,0.0,,6.8363215305980995,,6.51770629959046,11.270079402832199
55,-18.2513681898233,,8.09671518332936,-2.40963855421687,,0.0,,5.9477990572399495,,5.56937642617468,11.3142413211956
56,-17.3571508442357,,6.415338564841031,-2.38095238095238,,19.998128392289,,6.04508858696445,,5.69070600211261,11.129164321170899
57,1.64916529011176,,13.119943721421,-1.19047619047619,,19.998128392289,,6.4803383363713705,,6.180245472395019,10.802559928876299
58,6.2406679464911505,,15.3439635535308,-2.35294117647059,,19.998128392289,,7.56758848813158,,7.39767330104239,9.989133497001651
59,-15.581467472799401,,13.7210564399421,-2.35294117647059,,19.998128392289,,7.66716506446216,,7.45557191809111,10.7600602330213
60,-11.1617510587282,,-3.91055346681822,3.8232795242141004,,20.0,,4.43415127286095,,3.97902856196416,10.7980087810866
61,-1.62997534550438,35.2941176470588,3.3457420980831896,-2.9095257074531697,,20.0,,5.09664206724604,,4.83269286721072,8.89720764067264
62,-9.920178165861829,-16.0,3.5082879279030696,-3.2929974211466004,,0.0,,0.77058969980729,,0.300687100795297,7.932803080086059
63,-15.5083845345348,-16.0,6.27180921128648,-3.85367762128326,,0.0,,0.105310880807045,,-0.5695680799444429,10.733551687796698
64,-6.70642471972331,-37.037037037037,19.5369862297823,-7.92098572266771,,0.0,,1.3474135100079399,,0.5730943889986401,13.5741201352378
65,-14.884222467635801,-34.615384615384606,15.094339622641499,-3.1274131274131296,,0.0,,9.84821039807914,,9.55163700122722,14.303764630480199
66,-20.118523133244604,-0.654823785641395,-1.91022742935743,-0.9076865127310981,60.9876606025842,0.0,-8.59935213742751,3.31721843215926,-25.982890240189,1.02602483537963,5.00440302756393
67,80.726279429806,-2.2936904181307303,-2.3059737523025,-0.917513529337766,57.80316339591539,0.0,30.871733444022897,8.36556256962307,-12.7053329562341,9.7775559430342,7.35680183397205
68,0.6331733982865171,-5.26474575664269,-15.428174454754,120.671407177012,17.7151654992975,0.0,0.7855808344726729,2.40159905629073,-14.4511947554492,-4.02851432836933,7.066612866737009
69,-14.0221045468479,-6.560587243242401,-15.7304772682109,120.701613471967,29.690174944236603,0.0,-4.38830519335679,1.5383950802814998,-15.618937059751,-1.0449917291019302,3.4283983274628698
70,71.42899976067041,-7.111583957110269,-6.14109121713809,247.299466117356,-7.68086150762226,0.0,13.0687038891873,5.629093914129861,20.927076084687396,10.311345077573698,2.4276024528858398
71,45.32786738048679,-7.152193461013991,-0.9708347171707299,283.807569552411,-12.5415876281941,0.0,2.42169385352292,3.83594634932493,18.3080975311922,6.34665291325512,2.1136361064926
72,48.01391981306439,21.6410661322221,-4.36275584127979,5.536719776288639,19.3734673188296,-0.0158570017724832,-2.27916793340475,3.4800851858739303,-17.2615428740899,-2.3659629608420696,8.34911505389945
73,35.567348909412296,83.00718891271741,-3.4881093613154706,5.364410700445339,113.107019661886,0.0,91.717815370037,27.4744874180365,14.2888754280968,51.154161513377396,10.684048694989901
74,33.3910373166444,61.08766530113849,-3.8852735726029803,5.2718041157392905,197.054098162536,0.0,96.51120587408171,22.5420378510678,-8.243219327947461,38.7423659708352,10.9668585220055
75,31.1001748505095,55.4494162643225,-3.17159333704582,5.174400434385901,117.49240670459601,0.0,103.38510309883699,19.9449451811,-2.18603662880379,33.7454824325631,10.6984868893249
76,65.6008565751478,49.7608147009686,-4.89730651987629,0.7313512905067009,78.4444768111374,0.0,111.67544291573601,20.936057574706602,12.265459467559301,32.2001906989663,12.9224850680519
77,-3.0224430851953596,-38.8714029326606,-4.64653030287888,1.29259688938059,16.752043238610998,0.0,17.1910523181049,1.6099510554264,-9.872985871538939,-1.4923604730947098,3.93079569813168
78,16.337591285711,41.5109925590112,-3.71634068561735,1.38033819211373,-60.4245182299306,0.7476847718388051,1.19031227456334,0.939218182187208,4.26352907525419,-7.43711195347098,9.97906531113352
79,35.0408487688428,63.4609769624103,-3.81626938373885,-0.13427179353488902,-66.21458454845009,0.7476847718388051,-3.7842050126278197,-1.3123273877108301,1.4627935631279498,-9.60418559349562,8.60574637390707
80,23.6011086058199,64.6602207437367,-3.56757237823013,0.748818688450168,-56.419516379219,0.7476847718388051,-8.46623629515763,-4.1834804165307,-7.47705318355108,-15.0168146059532,9.288886727292429
81,27.326994836978898,64.8793646339096,-5.89460087430034,-0.317349520796191,-55.9591934056483,35.3652221580421,-2.5376063911516096,-2.46001336189137,-4.1688652199101695,-11.5952986376829,8.87359260279983
82,72.3184559066709,147.992080163453,42.253966859452206,3.7105321186109306,33.6270631712333,34.2245376100655,30.6885244670325,29.879325278355303,28.700400479099898,29.5644324574511,30.2208836236163
83,39.6273337063689,113.474165761786,53.703594062294705,5.9317996321532,13.849568247432199,34.2245376100655,37.9799350889059,33.8815710184592,44.1175052917401,38.1130751582115,29.1486914663188
84,-44.2242074692696,-2.40068710728547,-5.987959744740599,-4.97068347442579,5.28738174371981,0.0,-32.0481328719261,-6.3018007030035905,-26.662816006943103,-4.98238365962794,-10.2546813897054
85,-6.2920610434779,14.6936654311321,-5.91909155910175,21.747969006753696,15.8625875586643,0.0,-14.043918317983598,0.646822008907257,-20.3865721379696,3.068547135743,-6.3299160671531
86,92.8844172572308,31.7635721302454,-6.65770793931327,22.005594619380197,4.92074831452374,0.0,75.08994233856409,9.978309414369882,25.570540626072397,11.2646450756255,6.26007098179886
87,10.959740091813499,46.0049190880454,-6.55825813637444,22.0480651080695,10.8277219449613,0.0,-1.5365902109544098,3.8947508569880998,-11.553223081609199,2.38211052224665,8.33490296130449
88,23.129593317062604,23.1407737377039,-3.54574549708757,25.9273333400552,9.93845541288082,0.0,-4.43050276346521,4.8687827320381105,-6.30492520616067,4.13554804287724,7.1286410301631395
89,-4.53735364083022,28.539985662604497,-3.07237880167276,-1.5282294538308898,-0.149939094769247,0.0,-16.295868438631498,0.828904184370348,-2.84152538606139,-1.11679097681594,6.888014028385099
90,24.5048858851039,13.578466644737599,55.7748727461631,135.74986597496599,55.242998269104795,22.3122952218659,37.470832182849996,50.196639628225,61.342945840721995,58.050187424444104,29.1475313812138
91,48.2223276206398,11.3846148177999,59.145262329478996,57.9358672629255,50.577103857465104,12.6145225927404,54.9819544606166,52.0921729908228,79.5418655264702,63.5033079081178,22.2756629780864
92,20.2816853675552,11.698316240595,57.47850446195479,59.561391774561,46.511510655847204,12.6145225927404,41.554817977603,47.3140788625477,73.06750657127141,57.6818210492762,21.167766234624697
93,23.0334279925048,14.0375951870542,32.9458543899925,53.05768431253939,1.9371568638900603,12.6145225927404,19.602733391739303,15.8173668950417,48.2050890778666,20.890341170279,1.8841650034914499
94,-16.809974665946,3.97616711083479,11.6655051263722,1.465818630385,6.08221338245782,0.0,6.69577803540748,7.829511215606379,20.8190881554212,12.391017105381698,-2.7493069830552597
